ENTRY            14833   20240822                             15141483300000001 
SUBENT        14833001   20240822                             15141483300100001 
BIB                 15         44                                 1483300100002 
TITLE      Differential cross sections of the 16O(n,alpha)        1483300100003 
           reaction at neutron energies from 3.8 to 15 MeV        1483300100004 
AUTHOR     (H.Y.Lee,S.A.Kuvin,L.Zavorka,S.Mosby,B.Digiovine,      1483300100005 
           G.Hale,M.Paris,D.Votaw,M.White)                        1483300100006 
REFERENCE  (J,PR/C,109,014601,2024)                               1483300100007 
           #doi:10.1103/PhysRevC.109.014601                       1483300100008 
EXP-YEAR   (2021) Hye Young Lee (2024-11-27):                     1483300100009 
           The 2021 LENZ data is reported as the final in the     1483300100010 
            2024 report. The earlier (2016-2017) data sets were   1483300100011 
            used to validate our analyses and characterize        1483300100012 
            backgrounds, therefore we do not consider as our      1483300100013 
            final cross sections.                                 1483300100014 
REL-REF    (A,,D.A.Brown+,J,NDS,148,1,2018) ENDF/B-VIII.1 library.1483300100015 
INSTITUTE  (1USALAS)                                              1483300100016 
FACILITY   (LINAC,1USALAS) The Weapons Neutron Research (WNR)     1483300100017 
           facility.                                              1483300100018 
DETECTOR   (SISD,FISCH) LENZ (Low Energy NZ) instrument, fission  1483300100019 
           counter.                                               1483300100020 
SAMPLE     Ta2O5: 400 nm thick on 125 microm Ta backing. Mylar,   1483300100021 
           C10H8O4: 1.6 microm thick. Ta2O5: 350 and 500 nm       1483300100022 
           thick on 3 microm Ta backing.                          1483300100023 
METHOD     (TOF) The 15R flight path has the neutron flight       1483300100024 
           length of 13.28 meters from WNR T4 and is angled at    1483300100025 
           15 degree to the proton-beam right direction. The      1483300100026 
           neutron flux at the flight path is continuously        1483300100027 
           monitored by measuring fission fragments in a fission  1483300100028 
           counter. The 16O(n,alpha) reaction measurements were   1483300100029 
           performed in the LANSCE run cycles in 2016, 2017, and  1483300100030 
           2021. Based on the availability of silicon strip       1483300100031 
           detectors and the optimization of solid angle          1483300100032 
           coverage, LENZ configurations were complementary to    1483300100033 
           cover a broad range of solid angles for alpha          1483300100034 
           particles. Based on the results in the 2016/2017 data, 1483300100035 
           the 2021 experimental configuration was optimized to   1483300100036 
           reduce neutron scattering background and angular       1483300100037 
           broadening with a goal of direct application for       1483300100038 
           R-matrix analyses.                                     1483300100039 
MONITOR    (92-U-238(N,F),,SIG)                                   1483300100040 
CORRECTION The relative timing corrections between the different  1483300100041 
           particles, multiple scattering corrections, and        1483300100042 
           background corrections.                                1483300100043 
EXP-YEAR   (2021)                                                 1483300100044 
STATUS     (APRVD) Approved by H.Y.Lee on August 22, 2024.        1483300100045 
HISTORY    (20240822C) BP                                         1483300100046 
ENDBIB              44          0                                 1483300100047 
NOCOMMON             0          0                                 1483300100048 
ENDSUBENT           47          0                                 1483300199999 
SUBENT        14833002   20240822                             15141483300200001 
BIB                  3         17                                 1483300200002 
REACTION   (8-O-16(N,A)6-C-13,PAR,DA)                             1483300200003 
ERR-ANALYS (ERR-S) Per energy bin.                                1483300200004 
           (ERR-SYS) Total systematic uncertainty.                1483300200005 
           (ERR-1,0.7,1.2) Neutron energy determination.          1483300200006 
           (ERR-2) Energy resolution.                             1483300200007 
           (ERR-3,1.4,4.) Solid angle/detector efficiency.        1483300200008 
           (ERR-4) Target thickness.                              1483300200009 
           (ERR-5) Stoichiometry.                                 1483300200010 
           (ERR-6) 238U deposit nonuniformity                     1483300200011 
           (ERR-7) 238U(n,f) cross section.                       1483300200012 
           (ERR-8,0.1,0.7) 1H(n,el) cross section.                1483300200013 
           (ERR-9) Geometric effects.                             1483300200014 
           (ERR-10) PSD background analysis.                      1483300200015 
           (ERR-11) Ratio method or ratio+fission counter method. 1483300200016 
STATUS     (TABLE,,H.Y.Lee+,J,PR/C,109,014601,2024)               1483300200017 
           Author's data, also shown in Fig. 12,                  1483300200018 
           page 014601-10 of J,PR/C,109,014601,2024.              1483300200019 
ENDBIB              17          0                                 1483300200020 
COMMON               9          6                                 1483300200021 
E-LVL      ANG        ERR-2      ERR-4      ERR-5      ERR-6      1483300200022 
ERR-7      ERR-9      ERR-10                                      1483300200023 
MEV        ADEG       PER-CENT   PER-CENT   PER-CENT   PER-CENT   1483300200024 
PER-CENT   PER-CENT   PER-CENT   PER-CENT                         1483300200025 
     3.9296     0.0593       28.4       22.2                      1483301300028 
     3.9511     0.0598       46.0       28.4                      1483301300029 
     3.9727     0.0602       50.1       20.0                      1483301300030 
     3.9946     0.0606       72.6       32.2                      1483301300031 
     4.0166     0.0610       82.7       25.9                      1483301300032 
     4.0388     0.0614       82.9       25.9                      1483301300033 
     4.0612     0.0618       24.0       30.7                      1483301300034 
     4.0837     0.0623       26.4       17.8                      1483301300035 
     4.1065     0.0627       49.6       16.4                      1483301300036 
     4.1294     0.0631       51.6       22.4                      1483301300037 
     4.1525     0.0636      127.6       21.9                      1483301300038 
     4.1759     0.0640      149.4       22.8                      1483301300039 
     4.1994     0.0645       74.3       20.4                      1483301300040 
     4.2231     0.0649      115.4       20.4                      1483301300041 
     4.2471     0.0654       69.0       13.4                      1483301300042 
     4.2712     0.0658      101.1       13.0                      1483301300043 
     4.2955     0.0663       97.4       11.9                      1483301300044 
     4.3201     0.0668       96.0       10.8                      1483301300045 
     4.3448     0.0673       91.7        9.8                      1483301300046 
     4.3698     0.0677       84.4        9.7                      1483301300047 
     4.3950     0.0682      126.5       16.1                      1483301300048 
     4.4204     0.0687       98.6       16.4                      1483301300049 
     4.4460     0.0692       45.7       11.6                      1483301300050 
     4.4719     0.0697       52.1       12.9                      1483301300051 
     4.4980     0.0703       48.9       12.0                      1483301300052 
     4.5243     0.0708       76.5       14.4                      1483301300053 
     4.5508     0.0713       70.9       11.9                      1483301300054 
     4.5776     0.0718       67.1       12.7                      1483301300055 
     4.6046     0.0724      100.6       12.9                      1483301300056 
     4.6319     0.0729      108.1       15.0                      1483301300057 
     4.6594     0.0734       77.6       16.2                      1483301300058 
     4.6871     0.0740       65.1       11.6                      1483301300059 
     4.7151     0.0746       45.0       15.0                      1483301300060 
     4.7434     0.0751       22.7       10.2                      1483301300061 
     4.7719     0.0757       22.9        9.6                      1483301300062 
     4.8006     0.0763       26.2        9.3                      1483301300063 
     4.8296     0.0769       69.5        9.9                      1483301300064 
     4.8589     0.0775       62.9       10.6                      1483301300065 
     4.8885     0.0781      100.3       10.1                      1483301300066 
     4.9183     0.0787       86.0       10.0                      1483301300067 
     4.9484     0.0793       93.1       10.5                      1483301300068 
     4.9787     0.0799      104.7       11.8                      1483301300069 
     5.0094     0.0805      169.2       14.2                      1483301300070 
     5.0403     0.0811      192.9       14.5                      1483301300071 
     5.0716     0.0818      189.3       15.3                      1483301300072 
     5.1031     0.0824      206.9       15.4                      1483301300073 
     5.1349     0.0831      151.8       12.8                      1483301300074 
     5.1670     0.0838      111.2       14.0                      1483301300075 
     5.1994     0.0844       25.2       11.6                      1483301300076 
     5.2321     0.0851       19.7       14.9                      1483301300077 
     5.2985     0.0865       18.6        6.2                      1483301300078 
     5.3322     0.0872       25.2        7.4                      1483301300079 
     5.3662     0.0879       21.9        6.4                      1483301300080 
     5.4005     0.0886        4.9        4.9                      1483301300081 
     5.4351     0.0894        7.9        5.7                      1483301300082 
     5.4701     0.0901       11.4       12.1                      1483301300083 
     5.5054     0.0909       12.4        8.3                      1483301300084 
     5.6134     0.0932        3.7        3.9                      1483301300085 
     5.6502     0.0940       22.2        4.9                      1483301300086 
     5.6872     0.0947       19.6        4.6                      1483301300087 
     5.7247     0.0956       13.7        5.7                      1483301300088 
     5.7625     0.0964        9.4        4.9                      1483301300089 
     5.8007     0.0972       16.9        4.4                      1483301300090 
     5.8393     0.0980       14.1        4.4                      1483301300091 
     5.8783     0.0989       37.7        5.3                      1483301300092 
     5.9176     0.0997       61.4        5.8                      1483301300093 
     5.9574     0.1006       58.4        5.9                      1483301300094 
     5.9975     0.1015       44.0        5.3                      1483301300095 
     6.0381     0.1024       36.9        5.1                      1483301300096 
     6.0791     0.1033       48.7        6.1                      1483301300097 
     6.1205     0.1042       73.8        7.0                      1483301300098 
     6.1623     0.1051       75.0        8.0                      1483301300099 
     6.2046     0.1061       47.0        8.6                      1483301300100 
     6.2473     0.1070       51.8       11.0                      1483301300101 
     6.2904     0.1080       53.2        9.3                      1483301300102 
     6.3340     0.1090       65.3        7.8                      1483301300103 
     6.3780     0.1100      112.5        9.0                      1483301300104 
     6.4226     0.1110      156.0        9.7                      1483301300105 
     6.4675     0.1120      168.5        9.4                      1483301300106 
     6.5130     0.1130      184.1       10.2                      1483301300107 
     6.5589     0.1141      207.4       11.4                      1483301300108 
     6.6053     0.1151      211.2       11.2                      1483301300109 
     6.6523     0.1162      179.9       10.9                      1483301300110 
     6.6997     0.1173      157.5       10.9                      1483301300111 
     6.7476     0.1184      156.2       11.8                      1483301300112 
     6.7961     0.1195      138.6       11.6                      1483301300113 
ENDDATA             93          0                                 1483301300114 
ENDSUBENT          113          0                                 1483301399999 
SUBENT        14833014   20241015                             15141483301400001 
BIB                  3          8                                 1483301400002 
REACTION   (8-O-16(N,A)6-C-13,PAR,DA)                             1483301400003 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties.  1483301400004 
STATUS     (CURVE,,H.Y.Lee+,J,PR/C,109,014601,2024) Fig.13        1483301400005 
           (COREL,14833002) DCS(En) at angle 10.0 degrees         1483301400006 
           (COREL,14833003) DCS(En) at angle 15.0 degrees         1483301400007 
           (COREL,14833004) DCS(En) at angle 57.0 degrees         1483301400008 
           (COREL,14833005) DCS(En) at angle 126.0 degrees        1483301400009 
           (COREL,14833006) DCS(En) at angle 149.0 degrees        1483301400010 
ENDBIB               8          0                                 1483301400011 
COMMON               1          3                                 1483301400012 
E-LVL                                                             1483301400013 
MEV                                                               1483301400014 
        0.0                                                       1483301400015 
ENDCOMMON            3          0                                 1483301400016 
DATA                 5         24                                 1483301400017 
EN-MIN     EN-MAX     ANG        DATA       DATA-ERR              1483301400018 
MEV        MEV        ADEG       MB/SR      MB/SR                 1483301400019 
       5.01       5.07     10.109  5.788E-02  7.757E-03           1483301400020 
       5.01       5.07     15.511  5.258E-02  5.266E-03           1483301400021 
       5.01       5.07     53.064  1.647E-02  2.070E-03           1483301400022 
       6.37       6.47     10.148  6.505E-02  9.310E-03           1483301400023 
       6.37       6.47     15.678  6.443E-02  4.741E-03           1483301400024 
       6.37       6.47     53.098  1.282E-02  1.605E-03           1483301400025 
       6.37       6.47     62.100  1.111E-02  1.483E-03           1483301400026 
       6.37       6.47    126.274  6.382E-03  9.047E-04           1483301400027 
       6.37       6.47    144.537  7.508E-03  1.581E-03           1483301400028 
       6.37       6.47    154.053  5.746E-03  1.862E-03           1483301400029 
       6.51       6.61      9.950  8.415E-02  7.730E-03           1483301400030 
       6.51       6.61     15.348  8.101E-02  6.006E-03           1483301400031 
       6.51       6.61     52.779  1.085E-02  1.815E-03           1483301400032 
       6.51       6.61     61.906  9.401E-03  1.265E-03           1483301400033 
       6.51       6.61    125.923  3.574E-03  8.449E-04           1483301400034 
       6.51       6.61    144.281  1.205E-02  1.347E-03           1483301400035 
       6.51       6.61    153.786  1.610E-02  1.896E-03           1483301400036 
       7.14       7.26     10.024  1.649E-02  5.704E-03           1483301400037 
       7.14       7.26     15.426  1.580E-02  2.968E-03           1483301400038 
       7.14       7.26     53.998  7.935E-03  1.536E-03           1483301400039 
       7.14       7.26     61.994  1.037E-02  1.293E-03           1483301400040 
       7.14       7.26    125.847  1.159E-02  7.110E-04           1483301400041 
       7.14       7.26    144.342  1.844E-02  1.929E-03           1483301400042 
       7.14       7.26    153.804  2.313E-02  2.466E-03           1483301400043 
ENDDATA             26          0                                 1483301400044 
ENDSUBENT           43          0                                 1483301499999 
ENDENTRY            14          0                                 1483399999999 
