ENTRY            13740   20000328                             00001374000000001 
SUBENT        13740001   20000328                             00001374000100001 
BIB                 13         32                                 1374000100002 
INSTITUTE  (1USALAS,1USAOHO,2AUSIRK)                              1374000100003 
REFERENCE  (J,PR/C,60,064609,1999)                                1374000100004 
AUTHOR     (F.B.BATEMAN,R.C.HAIGHT,M.B.CHADWICK,S.M.STERBENZ,     1374000100005 
           S.M.GRIMES,H.VONACH)                                   1374000100006 
TITLE      Light charged-particle production from neutron         1374000100007 
            bombardment of silicon up to 60 MeV: Role of level    1374000100008 
            densities and isospin                                 1374000100009 
FACILITY   (MESON,1USALAS) WNR at LANSCE.                         1374000100010 
INC-SOURCE (SPALL) Protons on w target.                           1374000100011 
SAMPLE     2 natural silicon foils.                               1374000100012 
           9.78 mg/cm2 sample used for deuteron and most proton   1374000100013 
            data.                                                 1374000100014 
           0.320 mg/cm2 sample used for alpha-particle data and   1374000100015 
            lowest proton energies.                               1374000100016 
METHOD     (EDE)                                                  1374000100017 
DETECTOR   (TELES) Four 3-element  telescopes.                    1374000100018 
           1st element consisted of either a thin-window low-     1374000100019 
            pressure gass proportional counter for alpha          1374000100020 
            detection, or a thin silicon surface barrier detector.1374000100021 
           2nd element consisted of silicon surface barrier E     1374000100022 
            detectors.                                            1374000100023 
           3rd element consisted of CsI(Tl) detectors for higher  1374000100024 
            energy protons and alphas.                            1374000100025 
MONITOR    Silicon detectors calibrated using 228,229Th alpha-    1374000100026 
            particle source.                                      1374000100027 
CORRECTION Corrected for:                                         1374000100028 
           . particles not stopped in silicon detector,           1374000100029 
           . energy loss in detectors,                            1374000100030 
           .ejectile flight time from sample to detector.         1374000100031 
STATUS     Data received by email from R.Haight, 25 February 2000.1374000100032 
           No reply from R. Haight to author proof.               1374000100033 
HISTORY    (20000228C)                                            1374000100034 
ENDBIB              32          0                                 1374000100035 
NOCOMMON             0          0                                 1374000100036 
ENDSUBENT           35          0                                 1374000199999 
SUBENT        13740002   20000228                             00001374000200001 
BIB                  2          3                                 1374000200002 
REACTION   (14-SI-0(N,X)1-H-1,,DA/DE)                             1374000200003 
ERR-ANALYS (ERR-S) Statistical uncertainty.                       1374000200004 
           Systematic uncertainty about 10%.                      1374000200005 
ENDBIB               3          0                                 1374000200006 
NOCOMMON             0          0                                 1374000200007 
DATA                 6       4583                                 1374000200008 
EN-MIN     EN-MAX     ANG        E-MEAN     DATA       ERR-S      1374000200009 
   4.000      6.000     50.750       0.0020     0.0020            1374000500047 
   5.000      7.000      1.250       1.0058     0.2733            1374000500048 
   5.000      7.000      1.750      21.4200     0.4686            1374000500049 
   5.000      7.000      2.250      45.6443     2.4385            1374000500050 
   5.000      7.000      2.750      46.6205     1.7630            1374000500051 
   5.000      7.000      3.250      42.1613     0.7333            1374000500052 
   5.000      7.000      3.750       8.5381     2.6645            1374000500053 
   5.000      7.000      4.250       0.2145     0.5601            1374000500054 
   5.000      7.000      4.750       0.0157     0.0082            1374000500055 
   5.000      7.000      5.250       0.0174     0.0017            1374000500056 
   5.000      7.000      5.750       0.0034     0.0034            1374000500057 
   5.000      7.000      6.250       0.0116     0.0054            1374000500058 
   5.000      7.000      6.750       0.0174     0.0017            1374000500059 
   5.000      7.000      7.250       0.0039                       1374000500060 
   5.000      7.000      7.750       0.0059     0.0044            1374000500061 
   5.000      7.000      8.750       0.0034     0.0034            1374000500062 
   5.000      7.000      9.250       0.0034     0.0034            1374000500063 
   5.000      7.000      9.750       0.0059     0.0020            1374000500064 
   5.000      7.000     10.250       0.0042                       1374000500065 
   5.000      7.000     10.750       0.0059     0.0044            1374000500066 
   5.000      7.000     11.250       0.0096     0.0039            1374000500067 
   5.000      7.000     11.750       0.0039                       1374000500068 
   5.000      7.000     12.250       0.0020     0.0020            1374000500069 
   5.000      7.000     12.750       0.0020     0.0020            1374000500070 
   5.000      7.000     14.250       0.0020     0.0020            1374000500071 
   5.000      7.000     16.750       0.0020     0.0020            1374000500072 
   5.000      7.000     17.250       0.0020     0.0020            1374000500073 
   5.000      7.000     20.750       0.0020     0.0020            1374000500074 
   5.000      7.000     22.250       0.0034     0.0034            1374000500075 
   5.000      7.000     25.250       0.0020     0.0020            1374000500076 
   5.000      7.000     25.750       0.0020     0.0020            1374000500077 
   5.000      7.000     28.750       0.0034                       1374000500078 
   5.000      7.000     29.250       0.0020     0.0020            1374000500079 
   5.000      7.000     29.750       0.0020     0.0020            1374000500080 
   5.000      7.000     38.750       0.0020     0.0020            1374000500081 
   5.000      7.000     43.250       0.0020     0.0020            1374000500082 
   5.000      7.000     43.750       0.0020     0.0020            1374000500083 
   5.000      7.000     44.250       0.0042     0.0020            1374000500084 
   5.000      7.000     46.750       0.0020     0.0020            1374000500085 
   5.000      7.000     49.750       0.0020     0.0020            1374000500086 
   5.000      7.000     50.250       0.0020     0.0020            1374000500087 
   6.000      8.000      1.250       1.4784     0.3872            1374000500088 
   6.000      8.000      1.750      20.3878     0.4032            1374000500089 
   6.000      8.000      2.250      46.2467     0.5550            1374000500090 
   6.000      8.000      2.750      86.4502     1.1778            1374000500091 
   6.000      8.000      3.250      77.3184     0.4280            1374000500092 
   6.000      8.000      3.750      56.5329     2.0734            1374000500093 
   6.000      8.000      4.250      20.7942    16.2041            1374000500094 
   6.000      8.000      4.750       0.3929     0.4990            1374000500095 
   6.000      8.000      5.250       0.0376     0.0188            1374000500096 
   6.000      8.000      5.750       0.0039     0.0039            1374000500097 
   6.000      8.000      6.250       0.0125     0.0058            1374000500098 
   6.000      8.000      6.750       0.0153     0.0098            1374000500099 
   6.000      8.000      7.250       0.0034     0.0034            1374000500100 
   6.000      8.000      7.750       0.0125     0.0044            1374000500101 
   6.000      8.000      8.250       0.0020     0.0020            1374000500102 
   6.000      8.000      8.750       0.0076     0.0039            1374000500103 
   6.000      8.000      9.250       0.0020     0.0020            1374000500104 
   6.000      8.000     10.250       0.0088     0.0088            1374000500105 
   6.000      8.000     10.750       0.0042     0.0083            1374000500106 
   6.000      8.000     11.250       0.0116     0.0052            1374000500107 
   6.000      8.000     11.750       0.0039                       1374000500108 
   6.000      8.000     12.750       0.0042     0.0020            1374000500109 
   6.000      8.000     13.250       0.0034     0.0034            1374000500110 
   6.000      8.000     14.250       0.0020     0.0042            1374000500111 
   6.000      8.000     15.250       0.0034     0.0034            1374000500112 
   6.000      8.000     16.750       0.0076     0.0039            1374000500113 
   6.000      8.000     17.250       0.0020     0.0020            1374000500114 
   6.000      8.000     21.750       0.0020     0.0020            1374000500115 
   6.000      8.000     22.250       0.0034     0.0034            1374000500116 
   6.000      8.000     23.750       0.0020     0.0020            1374000500117 
   6.000      8.000     28.250       0.0020     0.0020            1374000500118 
   6.000      8.000     28.750       0.0020     0.0020            1374000500119 
   6.000      8.000     29.750       0.0020     0.0020            1374000500120 
   6.000      8.000     30.250       0.0020     0.0020            1374000500121 
   6.000      8.000     30.750       0.0054     0.0039            1374000500122 
   6.000      8.000     31.250       0.0020     0.0020            1374000500123 
   6.000      8.000     33.250       0.0034     0.0034            1374000500124 
   6.000      8.000     37.750       0.0020     0.0020            1374000500125 
   6.000      8.000     40.250       0.0020     0.0020            1374000500126 
   6.000      8.000     41.750       0.0020     0.0020            1374000500127 
   6.000      8.000     42.750       0.0020     0.0020            1374000500128 
   6.000      8.000     43.250       0.0020     0.0020            1374000500129 
   6.000      8.000     44.250       0.0020     0.0020            1374000500130 
   6.000      8.000     46.750       0.0020     0.0020            1374000500131 
   6.000      8.000     47.250       0.0020     0.0020            1374000500132 
   6.000      8.000     48.750       0.0020     0.0020            1374000500133 
   6.000      8.000     49.250       0.0020     0.0020            1374000500134 
   6.000      8.000     49.750       0.0020     0.0020            1374000500135 
   6.000      8.000     50.250       0.0020     0.0020            1374000500136 
   6.000      8.000     50.750       0.0020     0.0020            1374000500137 
   7.000      9.000      1.250       1.9471     0.4559            1374000500138 
   7.000      9.000      1.750      18.4968     0.1857            1374000500139 
   7.000      9.000      2.250      46.8679     1.1815            1374000500140 
   7.000      9.000      2.750      70.6039     0.2485            1374000500141 
   7.000      9.000      3.250      57.7335     0.7581            1374000500142 
   7.000      9.000      3.750      86.8275     4.5741            1374000500143 
   7.000      9.000      4.250      44.3111    16.3641            1374000500144 
   7.000      9.000      4.750      22.6408     3.8288            1374000500145 
   7.000      9.000      5.250       0.7068     0.4427            1374000500146 
   7.000      9.000      5.750       0.1252     0.0340            1374000500147 
   7.000      9.000      6.250       0.0253     0.0121            1374000500148 
   7.000      9.000      6.750       0.0162     0.0210            1374000500149 
   7.000      9.000      7.250       0.0062     0.0151            1374000500150 
   7.000      9.000      7.750       0.0125     0.0058            1374000500151 
   7.000      9.000      8.250       0.0083     0.0042            1374000500152 
   7.000      9.000      8.750       0.0020     0.0020            1374000500153 
   7.000      9.000      9.750       0.0206     0.0164            1374000500154 
   7.000      9.000     10.250       0.0206     0.0240            1374000500155 
   7.000      9.000     10.750       0.0164     0.0126            1374000500156 
   7.000      9.000     11.250       0.0243     0.0067            1374000500157 
   7.000      9.000     11.750       0.0059     0.0044            1374000500158 
   7.000      9.000     12.250       0.0059     0.0044            1374000500159 
   7.000      9.000     12.750       0.0042     0.0020            1374000500160 
   7.000      9.000     14.250       0.0020     0.0020            1374000500161 
   7.000      9.000     14.750       0.0020     0.0020            1374000500162 
   7.000      9.000     15.250       0.0034     0.0034            1374000500163 
   7.000      9.000     19.250       0.0020     0.0020            1374000500164 
   7.000      9.000     19.750       0.0020     0.0020            1374000500165 
   7.000      9.000     21.250       0.0020     0.0020            1374000500166 
   7.000      9.000     21.750       0.0054     0.0039            1374000500167 
   7.000      9.000     22.250       0.0034     0.0034            1374000500168 
   7.000      9.000     22.750       0.0042     0.0042            1374000500169 
   7.000      9.000     24.250       0.0020     0.0020            1374000500170 
   7.000      9.000     26.750       0.0020     0.0020            1374000500171 
   7.000      9.000     27.750       0.0039     0.0039            1374000500172 
   7.000      9.000     28.250       0.0020     0.0020            1374000500173 
   7.000      9.000     28.750       0.0020     0.0020            1374000500174 
   7.000      9.000     29.750       0.0020     0.0020            1374000500175 
   7.000      9.000     30.750       0.0076     0.0039            1374000500176 
   7.000      9.000     32.750       0.0020     0.0020            1374000500177 
   7.000      9.000     33.250       0.0054     0.0039            1374000500178 
   7.000      9.000     37.750       0.0020     0.0020            1374000500179 
   7.000      9.000     38.250       0.0020     0.0020            1374000500180 
   7.000      9.000     40.250       0.0042     0.0020            1374000500181 
   7.000      9.000     40.750       0.0034     0.0034            1374000500182 
   7.000      9.000     41.750       0.0020     0.0020            1374000500183 
   7.000      9.000     42.250       0.0020     0.0020            1374000500184 
   7.000      9.000     42.750       0.0042     0.0020            1374000500185 
   7.000      9.000     43.250       0.0034     0.0034            1374000500186 
   7.000      9.000     44.250       0.0020     0.0020            1374000500187 
   7.000      9.000     47.250       0.0042     0.0020            1374000500188 
   7.000      9.000     48.250       0.0020     0.0020            1374000500189 
   7.000      9.000     48.750       0.0042     0.0020            1374000500190 
   7.000      9.000     49.250       0.0020     0.0020            1374000500191 
   7.000      9.000     50.750       0.0020     0.0020            1374000500192 
   8.000     10.000      1.250       1.5869     0.0512            1374000500193 
   8.000     10.000      1.750       8.7762     1.6651            1374000500194 
   8.000     10.000      2.250      36.5824     2.6301            1374000500195 
   8.000     10.000      2.750      62.2207     2.5148            1374000500196 
   8.000     10.000      3.250      55.9963     1.5446            1374000500197 
   8.000     10.000      3.750      62.1092     1.3885            1374000500198 
   8.000     10.000      4.250      41.2613     0.8581            1374000500199 
   8.000     10.000      4.750      42.0574     1.9965            1374000500200 
   8.000     10.000      5.250      17.0509     1.1748            1374000500201 
   8.000     10.000      5.750       5.4091     2.0194            1374000500202 
   8.000     10.000      6.250       0.3520     0.1890            1374000500203 
   8.000     10.000      6.750       0.1114     0.0351            1374000500204 
   8.000     10.000      7.250       0.0204     0.0158            1374000500205 
   8.000     10.000      7.750       0.0083     0.0039            1374000500206 
   8.000     10.000      8.250       0.0084     0.0151            1374000500207 
   8.000     10.000      8.750       0.0039     0.0039            1374000500208 
   8.000     10.000      9.750       0.0886     0.0290            1374000500209 
   8.000     10.000     10.250       0.0512     0.0309            1374000500210 
   8.000     10.000     10.750       0.0416     0.0246            1374000500211 
   8.000     10.000     11.250       0.0393     0.0093            1374000500212 
   8.000     10.000     11.750       0.0145     0.0061            1374000500213 
   8.000     10.000     12.250       0.0125     0.0059            1374000500214 
   8.000     10.000     12.750       0.0020     0.0020            1374000500215 
   8.000     10.000     13.250       0.0054     0.0039            1374000500216 
   8.000     10.000     13.750       0.0054     0.0039            1374000500217 
   8.000     10.000     15.250       0.0020     0.0020            1374000500218 
   8.000     10.000     16.250       0.0042     0.0020            1374000500219 
   8.000     10.000     16.750       0.0020     0.0020            1374000500220 
   8.000     10.000     17.750       0.0039     0.0039            1374000500221 
   8.000     10.000     18.250       0.0034     0.0034            1374000500222 
   8.000     10.000     18.750       0.0034     0.0034            1374000500223 
   8.000     10.000     19.250       0.0042     0.0020            1374000500224 
   8.000     10.000     19.750       0.0054     0.0039            1374000500225 
   8.000     10.000     20.750       0.0034     0.0034            1374000500226 
   8.000     10.000     21.250       0.0020     0.0020            1374000500227 
   8.000     10.000     21.750       0.0054     0.0039            1374000500228 
   8.000     10.000     22.750       0.0042     0.0042            1374000500229 
   8.000     10.000     24.250       0.0020     0.0020            1374000500230 
   8.000     10.000     26.750       0.0042     0.0042            1374000500231 
   8.000     10.000     27.750       0.0039     0.0039            1374000500232 
   8.000     10.000     28.250       0.0042     0.0042            1374000500233 
   8.000     10.000     29.750       0.0020     0.0020            1374000500234 
   8.000     10.000     30.750       0.0020     0.0020            1374000500235 
   8.000     10.000     31.250       0.0059     0.0044            1374000500236 
   8.000     10.000     32.750       0.0020     0.0020            1374000500237 
   8.000     10.000     33.250       0.0054     0.0039            1374000500238 
   8.000     10.000     33.750       0.0020     0.0020            1374000500239 
   8.000     10.000     35.250       0.0042     0.0020            1374000500240 
   8.000     10.000     37.750       0.0020     0.0020            1374000500241 
   8.000     10.000     38.250       0.0020     0.0020            1374000500242 
   8.000     10.000     38.750       0.0020     0.0020            1374000500243 
   8.000     10.000     39.250       0.0034     0.0034            1374000500244 
   8.000     10.000     40.750       0.0034     0.0034            1374000500245 
   8.000     10.000     42.250       0.0042     0.0042            1374000500246 
   8.000     10.000     42.750       0.0042     0.0020            1374000500247 
   8.000     10.000     43.250       0.0072     0.0034            1374000500248 
   8.000     10.000     44.250       0.0020     0.0042            1374000500249 
   8.000     10.000     48.250       0.0042     0.0042            1374000500250 
   8.000     10.000     48.750       0.0061     0.0042            1374000500251 
   8.000     10.000     49.750       0.0039     0.0039            1374000500252 
   8.000     10.000     50.250       0.0034     0.0034            1374000500253 
   8.000     10.000     50.750       0.0020     0.0020            1374000500254 
   9.000     11.000      1.250       0.7540     0.0948            1374000500255 
   9.000     11.000      1.750       4.9119     3.7359            1374000500256 
   9.000     11.000      2.250      30.5696     1.1816            1374000500257 
   9.000     11.000      2.750      49.4885     2.2880            1374000500258 
   9.000     11.000      3.250      54.7507     1.9172            1374000500259 
   9.000     11.000      3.750      58.3615     1.6829            1374000500260 
   9.000     11.000      4.250      45.1043     7.2795            1374000500261 
   9.000     11.000      4.750      41.3986     4.8770            1374000500262 
   9.000     11.000      5.250      35.1892     0.5184            1374000500263 
   9.000     11.000      5.750      23.4508     0.1847            1374000500264 
   9.000     11.000      6.250      11.0705     1.1952            1374000500265 
   9.000     11.000      6.750       2.5335     1.3547            1374000500266 
   9.000     11.000      7.250       0.1998     0.0330            1374000500267 
   9.000     11.000      7.750       0.0351     0.0182            1374000500268 
   9.000     11.000      8.250       0.0258     0.0136            1374000500269 
   9.000     11.000      8.750       0.0039     0.0039            1374000500270 
   9.000     11.000      9.750       0.1023     0.0583            1374000500271 
   9.000     11.000     10.250       0.1186     0.0325            1374000500272 
   9.000     11.000     10.750       0.0499     0.0358            1374000500273 
   9.000     11.000     11.250       0.0640     0.0142            1374000500274 
   9.000     11.000     11.750       0.0302     0.0099            1374000500275 
   9.000     11.000     12.250       0.0165     0.0074            1374000500276 
   9.000     11.000     12.750       0.0081     0.0057            1374000500277 
   9.000     11.000     13.250       0.0157     0.0081            1374000500278 
   9.000     11.000     13.750       0.0076     0.0054            1374000500279 
   9.000     11.000     14.250       0.0059     0.0044            1374000500280 
   9.000     11.000     14.750       0.0059     0.0044            1374000500281 
   9.000     11.000     15.250       0.0081     0.0057            1374000500282 
   9.000     11.000     15.750       0.0020     0.0020            1374000500283 
   9.000     11.000     16.250       0.0081     0.0057            1374000500284 
   9.000     11.000     16.750       0.0020     0.0020            1374000500285 
   9.000     11.000     17.750       0.0042     0.0042            1374000500286 
   9.000     11.000     18.250       0.0034     0.0034            1374000500287 
   9.000     11.000     18.750       0.0076     0.0054            1374000500288 
   9.000     11.000     19.750       0.0034     0.0034            1374000500289 
   9.000     11.000     20.750       0.0034     0.0034            1374000500290 
   9.000     11.000     21.250       0.0020     0.0042            1374000500291 
   9.000     11.000     23.250       0.0039     0.0039            1374000500292 
   9.000     11.000     24.250       0.0042     0.0042            1374000500293 
   9.000     11.000     26.250       0.0081     0.0058            1374000500294 
   9.000     11.000     26.750       0.0042     0.0042            1374000500295 
   9.000     11.000     28.250       0.0042     0.0042            1374000500296 
   9.000     11.000     30.750       0.0039     0.0039            1374000500297 
   9.000     11.000     31.250       0.0081     0.0057            1374000500298 
   9.000     11.000     31.750       0.0039     0.0039            1374000500299 
   9.000     11.000     33.750       0.0020     0.0020            1374000500300 
   9.000     11.000     35.250       0.0042     0.0042            1374000500301 
   9.000     11.000     35.750       0.0059     0.0044            1374000500302 
   9.000     11.000     37.750       0.0020     0.0020            1374000500303 
   9.000     11.000     38.250       0.0020     0.0020            1374000500304 
   9.000     11.000     38.750       0.0020     0.0020            1374000500305 
   9.000     11.000     39.250       0.0076     0.0054            1374000500306 
   9.000     11.000     42.250       0.0042     0.0042            1374000500307 
   9.000     11.000     42.750       0.0020     0.0042            1374000500308 
   9.000     11.000     43.250       0.0034     0.0034            1374000500309 
   9.000     11.000     44.250       0.0020     0.0042            1374000500310 
   9.000     11.000     45.250       0.0020     0.0042            1374000500311 
   9.000     11.000     48.250       0.0042     0.0042            1374000500312 
   9.000     11.000     48.750       0.0061     0.0061            1374000500313 
   9.000     11.000     49.250       0.0039     0.0039            1374000500314 
   9.000     11.000     49.750       0.0020     0.0020            1374000500315 
   9.000     11.000     50.250       0.0020     0.0020            1374000500316 
   9.000     11.000     50.750       0.0076     0.0054            1374000500317 
  10.000     12.000      1.250       1.3611     0.7787            1374000500318 
  10.000     12.000      1.750       6.1333     4.8924            1374000500319 
  10.000     12.000      2.250      24.5192     0.5192            1374000500320 
  10.000     12.000      2.750      48.1137     1.1676            1374000500321 
  10.000     12.000      3.250      58.4346     0.8881            1374000500322 
  10.000     12.000      3.750      54.8531     3.1296            1374000500323 
  10.000     12.000      4.250      47.4103     8.9656            1374000500324 
  10.000     12.000      4.750      43.9371     0.6612            1374000500325 
  10.000     12.000      5.250      37.1303     0.2613            1374000500326 
  10.000     12.000      5.750      33.3847     3.6490            1374000500327 
  10.000     12.000      6.250      23.6196     1.2286            1374000500328 
  10.000     12.000      6.750      11.7007     1.4446            1374000500329 
  10.000     12.000      7.250       7.1150     1.0989            1374000500330 
  10.000     12.000      7.750       2.6998     0.1139            1374000500331 
  10.000     12.000      8.250       0.1212     0.0368            1374000500332 
  10.000     12.000      8.750       0.0123     0.0167            1374000500333 
  10.000     12.000      9.250       0.0074     0.0113            1374000500334 
  10.000     12.000      9.750       0.3542     0.1003            1374000500335 
  10.000     12.000     10.250       0.2541     0.0118            1374000500336 
  10.000     12.000     10.750       0.1013     0.0763            1374000500337 
  10.000     12.000     11.250       0.1346     0.0301            1374000500338 
  10.000     12.000     11.750       0.0811     0.0247            1374000500339 
  10.000     12.000     12.250       0.0157     0.0090            1374000500340 
  10.000     12.000     12.750       0.0228     0.0104            1374000500341 
  10.000     12.000     13.250       0.0103     0.0074            1374000500342 
  10.000     12.000     13.750       0.0126     0.0020            1374000500343 
  10.000     12.000     14.250       0.0115     0.0067            1374000500344 
  10.000     12.000     14.750       0.0209     0.0084            1374000500345 
  10.000     12.000     15.250       0.0059     0.0044            1374000500346 
  10.000     12.000     15.750       0.0054     0.0054            1374000500347 
  10.000     12.000     16.250       0.0125     0.0057            1374000500348 
  10.000     12.000     16.750       0.0039     0.0039            1374000500349 
  10.000     12.000     17.750       0.0128     0.0058            1374000500350 
  10.000     12.000     18.250       0.0076     0.0054            1374000500351 
  10.000     12.000     18.750       0.0123     0.0095            1374000500352 
  10.000     12.000     19.250       0.0062     0.0046            1374000500353 
  10.000     12.000     20.750       0.0042     0.0042            1374000500354 
  10.000     12.000     21.250       0.0061     0.0061            1374000500355 
  10.000     12.000     21.750       0.0020     0.0020            1374000500356 
  10.000     12.000     23.750       0.0039     0.0039            1374000500357 
  10.000     12.000     24.250       0.0083     0.0061            1374000500358 
  10.000     12.000     25.250       0.0059     0.0057            1374000500359 
  10.000     12.000     26.250       0.0081     0.0058            1374000500360 
  10.000     12.000     30.250       0.0081     0.0057            1374000500361 
  10.000     12.000     30.750       0.0039     0.0039            1374000500362 
  10.000     12.000     31.750       0.0039     0.0039            1374000500363 
  10.000     12.000     35.250       0.0042     0.0042            1374000500364 
  10.000     12.000     35.750       0.0143     0.0073            1374000500365 
  10.000     12.000     36.250       0.0062     0.0059            1374000500366 
  10.000     12.000     36.750       0.0034     0.0034            1374000500367 
  10.000     12.000     37.750       0.0081     0.0058            1374000500368 
  10.000     12.000     39.250       0.0042     0.0042            1374000500369 
  10.000     12.000     40.750       0.0042     0.0042            1374000500370 
  10.000     12.000     41.250       0.0020     0.0020            1374000500371 
  10.000     12.000     42.250       0.0020     0.0042            1374000500372 
  10.000     12.000     42.750       0.0020     0.0020            1374000500373 
  10.000     12.000     43.250       0.0034     0.0034            1374000500374 
  10.000     12.000     45.250       0.0020     0.0042            1374000500375 
  10.000     12.000     46.750       0.0039     0.0039            1374000500376 
  10.000     12.000     47.250       0.0042     0.0042            1374000500377 
  10.000     12.000     48.250       0.0125     0.0074            1374000500378 
  10.000     12.000     48.750       0.0042     0.0042            1374000500379 
  10.000     12.000     50.250       0.0042     0.0042            1374000500380 
  10.000     12.000     50.750       0.0054     0.0039            1374000500381 
  12.000     14.000      1.250       5.1160     1.0697            1374000500382 
  12.000     14.000      1.750      25.5667     4.7712            1374000500383 
  12.000     14.000      2.250      26.0411     0.2838            1374000500384 
  12.000     14.000      2.750      42.4106     4.8988            1374000500385 
  12.000     14.000      3.250      50.5349     2.6785            1374000500386 
  12.000     14.000      3.750      58.2197     0.3322            1374000500387 
  12.000     14.000      4.250      47.8217     0.6060            1374000500388 
  12.000     14.000      4.750      49.1162     0.1739            1374000500389 
  12.000     14.000      5.250      43.6101     0.9493            1374000500390 
  12.000     14.000      5.750      36.9741     0.4266            1374000500391 
  12.000     14.000      6.250      28.4116     0.5143            1374000500392 
  12.000     14.000      6.750      24.4360     0.5810            1374000500393 
  12.000     14.000      7.250      16.6646     0.7311            1374000500394 
  12.000     14.000      7.750      15.0648     0.4988            1374000500395 
  12.000     14.000      8.250      10.3175     1.2091            1374000500396 
  12.000     14.000      8.750       5.9943     1.0512            1374000500397 
  12.000     14.000      9.250       2.9115     0.7024            1374000500398 
  12.000     14.000      9.750       1.2653     0.2288            1374000500399 
  12.000     14.000     10.250       0.6914     0.1602            1374000500400 
  12.000     14.000     10.750       0.3515     0.1222            1374000500401 
  12.000     14.000     11.250       0.2522     0.0589            1374000500402 
  12.000     14.000     11.750       0.1389     0.0514            1374000500403 
  12.000     14.000     12.250       0.0643     0.0328            1374000500404 
  12.000     14.000     12.750       0.0364     0.0013            1374000500405 
  12.000     14.000     13.250       0.0186     0.0093            1374000500406 
  12.000     14.000     13.750       0.0226     0.0040            1374000500407 
  12.000     14.000     14.250       0.0103     0.0074            1374000500408 
  12.000     14.000     14.750       0.0072     0.0072            1374000500409 
  12.000     14.000     15.750       0.0059     0.0044            1374000500410 
  12.000     14.000     16.250       0.0081     0.0073            1374000500411 
  12.000     14.000     17.250       0.0039     0.0039            1374000500412 
  12.000     14.000     17.750       0.0118     0.0090            1374000500413 
  12.000     14.000     18.250       0.0206     0.0123            1374000500414 
  12.000     14.000     18.750       0.0096     0.0068            1374000500415 
  12.000     14.000     19.250       0.0061     0.0061            1374000500416 
  12.000     14.000     20.750       0.0084     0.0074            1374000500417 
  12.000     14.000     21.250       0.0020     0.0020            1374000500418 
  12.000     14.000     21.750       0.0103     0.0074            1374000500419 
  12.000     14.000     22.750       0.0042     0.0061            1374000500420 
  12.000     14.000     23.250       0.0020     0.0020            1374000500421 
  12.000     14.000     23.750       0.0092     0.0083            1374000500422 
  12.000     14.000     24.250       0.0103     0.0083            1374000500423 
  12.000     14.000     25.250       0.0034     0.0034            1374000500424 
  12.000     14.000     25.750       0.0034     0.0072            1374000500425 
  12.000     14.000     26.750       0.0059     0.0044            1374000500426 
  12.000     14.000     27.250       0.0081     0.0073            1374000500427 
  12.000     14.000     29.750       0.0134     0.0095            1374000500428 
  12.000     14.000     30.750       0.0020     0.0042            1374000500429 
  12.000     14.000     31.250       0.0020     0.0042            1374000500430 
  12.000     14.000     33.250       0.0039     0.0039            1374000500431 
  12.000     14.000     36.250       0.0042     0.0042            1374000500432 
  12.000     14.000     36.750       0.0020     0.0042            1374000500433 
  12.000     14.000     37.750       0.0042     0.0042            1374000500434 
  12.000     14.000     39.750       0.0020     0.0042            1374000500435 
  12.000     14.000     40.250       0.0062     0.0059            1374000500436 
  12.000     14.000     40.750       0.0042     0.0042            1374000500437 
  12.000     14.000     41.250       0.0101     0.0073            1374000500438 
  12.000     14.000     41.750       0.0020     0.0020            1374000500439 
  12.000     14.000     42.250       0.0042     0.0042            1374000500440 
  12.000     14.000     43.250       0.0061     0.0061            1374000500441 
  12.000     14.000     44.750       0.0061     0.0061            1374000500442 
  12.000     14.000     45.250       0.0061     0.0061            1374000500443 
  12.000     14.000     47.750       0.0061     0.0061            1374000500444 
  12.000     14.000     50.750       0.0061     0.0061            1374000500445 
  13.000     15.000      1.250       6.4879     1.0290            1374000500446 
  13.000     15.000      1.750      46.3151     5.2069            1374000500447 
  13.000     15.000      2.250      42.0836     2.4267            1374000500448 
  13.000     15.000      2.750      54.0342     3.7002            1374000500449 
  13.000     15.000      3.250      50.2332     0.0206            1374000500450 
  13.000     15.000      3.750      51.9772     1.9342            1374000500451 
  13.000     15.000      4.250      49.6489     5.2008            1374000500452 
  13.000     15.000      4.750      41.5271     2.6038            1374000500453 
  13.000     15.000      5.250      44.7172     1.3007            1374000500454 
  13.000     15.000      5.750      38.4814     0.1651            1374000500455 
  13.000     15.000      6.250      31.5304     0.7262            1374000500456 
  13.000     15.000      6.750      23.8509     0.4051            1374000500457 
  13.000     15.000      7.250      19.6216     0.6935            1374000500458 
  13.000     15.000      7.750      16.8387     0.8025            1374000500459 
  13.000     15.000      8.250      12.2145     0.9419            1374000500460 
  13.000     15.000      8.750       9.8326     0.5685            1374000500461 
  13.000     15.000      9.250       5.6455     1.3708            1374000500462 
  13.000     15.000      9.750       3.8210     0.2176            1374000500463 
  13.000     15.000     10.250       2.1847     1.0010            1374000500464 
  13.000     15.000     10.750       1.0122     0.0271            1374000500465 
  13.000     15.000     11.250       0.3237     0.0939            1374000500466 
  13.000     15.000     11.750       0.1360     0.0373            1374000500467 
  13.000     15.000     12.250       0.0726     0.0452            1374000500468 
  13.000     15.000     12.750       0.0579     0.0190            1374000500469 
  13.000     15.000     13.250       0.0542     0.0153            1374000500470 
  13.000     15.000     13.750       0.0374     0.0167            1374000500471 
  13.000     15.000     14.250       0.0309     0.0148            1374000500472 
